🤖 Starting AI analysis for https://nobina.se
EDGE ADDED: internal from https://www.27gradernord.se/ti to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ti to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ti to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ti to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/ti to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/ti to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/om
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/ko
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/ju
EDGE ADDED: external from https://www.27gradernord.se/ju to https://instagram.com/27grader
EDGE ADDED: external from https://www.27gradernord.se/ju to https://linkedin.com/company/2
EDGE ADDED: external from https://www.27gradernord.se/ju to https://facebook.com/27graderN
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/se
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/fo
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/ti
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: external
EDGE DUPLICATE: external
EDGE DUPLICATE: external
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/st
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/om
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/ko
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: external from https://www.27gradernord.se/ju to https://instagram.com/27grader
EDGE ADDED: external from https://www.27gradernord.se/ju to https://linkedin.com/company/2
EDGE ADDED: external from https://www.27gradernord.se/ju to https://facebook.com/27graderN
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/se
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/fo
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/ti
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: external
EDGE DUPLICATE: external
EDGE DUPLICATE: external
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/ko to https://www.27gradernord.se/
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/ko to https://www.27gradernord.se/om
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: external from https://www.27gradernord.se/ko to https://instagram.com/27grader
EDGE ADDED: external from https://www.27gradernord.se/ko to https://linkedin.com/company/2
EDGE ADDED: external from https://www.27gradernord.se/ko to https://facebook.com/27graderN
EDGE ADDED: internal from https://www.27gradernord.se/ko to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/ko to https://www.27gradernord.se/se
EDGE ADDED: internal from https://www.27gradernord.se/ko to https://www.27gradernord.se/fo
EDGE ADDED: internal from https://www.27gradernord.se/ko to https://www.27gradernord.se/ti
EDGE DUPLICATE: internal
EDGE DUPLICATE: external
EDGE DUPLICATE: external
EDGE DUPLICATE: external
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/ko to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ko to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ko to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ko to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ko to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ko to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/ko to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/ko to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/om
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/ko
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: external from https://www.27gradernord.se/ju to https://policies.google.com/pr
EDGE ADDED: external from https://www.27gradernord.se/ju to https://privacy.microsoft.com/
EDGE ADDED: external from https://www.27gradernord.se/ju to https://instagram.com/27grader
EDGE ADDED: external from https://www.27gradernord.se/ju to https://linkedin.com/company/2
EDGE ADDED: external from https://www.27gradernord.se/ju to https://facebook.com/27graderN
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/he
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/se
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/fo
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/ti
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: external
EDGE DUPLICATE: external
EDGE DUPLICATE: external
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE DUPLICATE: internal
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/st
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/ju
EDGE ADDED: internal from https://www.27gradernord.se/ju to https://www.27gradernord.se/ju
NORMALIZED CRAWL DATA {
  linkmap: { internal: 634, external: 121, broken: 0, redirects: 0, orphans: 0 },
  issues: {
    missingTitle: 0,
    missingMeta: 0,
    missingH1: 5,
    thinContent: 0,
    brokenLinks: 0,
    brokenImages: 0,
    imagesWithoutAlt: 0
  },
  sampleUrls: {
    internal: [
      'https://www.27gradernord.se/stad/bastad',
      'https://www.27gradernord.se/'
    ],
    external: [
      'https://instagram.com/27graderNord.se',
      'https://linkedin.com/company/27graderNord'
    ],
    images: []
  }
}
🔌 SSE cleanup for job 1009, client xv09fzja3v
🔌 SSE cleanup for job 498, client ze2tx87j08
📡 Resolved queue: lighthouse -> lighthouse for job 498
📡 SSE for job 498 using queue: lighthouse, client: ze2tx87j08
🤖 Starting AI analysis for https://www.27gradernord.se/
✅ Created AI analysis cmgicncfe000gr2pq9p1i0yb2 for https://www.27gradernord.se/
🤖 Added AI Analysis job 69 for https://www.27gradernord.se/
🚀 Queued AI analysis job 69 for https://www.27gradernord.se/
📡 [SSE] Client connecting for AI job: cmgicncfe000gr2pq9p1i0yb2
📡 SSE for job null using queue: seo, client: l5yv2v3zi2
📈 [SSE] AI Progress: crawling_user - 10%
Generating PDF for analysis 01K72JVCJB9YWBVW1VDSJ0J75P (seo)
Creating new browser instance...
📈 [SSE] AI Progress: crawling_user - 10%
Browser instance created
Browser acquired from pool (1 in pool, 0 available)
📈 [SSE] AI Progress: crawling_user - 10%
✅ PDF generated for analysis 01K72JVCJB9YWBVW1VDSJ0J75P (870068 bytes)
Browser operation completed in 2713ms
Browser released to pool
🖨️ Generated PDF for analysis 01K72JVCJB9YWBVW1VDSJ0J75P, type: object, isBuffer: false, length: 870068
📈 [SSE] AI Progress: crawling_user - 10%
[SAVE] Saved artifact locally: analyses/2025-10-08/01K72JVCJB9YWBVW1VDSJ0J75P/report.pdf
💾 Stored PDF for analysis 01K72JVCJB9YWBVW1VDSJ0J75P
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
🔌 SSE cleanup for job 498, client ze2tx87j08
🔍 AnalysisPageClient using type: lighthouse for jobId: 01K72JW3M9AZPEXXMM8VC6042X
📈 [SSE] AI Progress: crawling_user - 10%
🔌 SSE cleanup for job 498, client ze2tx87j08
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
🔌 SSE cleanup for job null, client l5yv2v3zi2
📡 SSE for job null using queue: seo, client: l5yv2v3zi2
📡 SSE for job null using queue: crawl, client: cmw8wma5no
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
Generating PDF for analysis 01K72JVSV4SKV6H3TJRH5QF1A0 (crawl)
Browser acquired from pool (1 in pool, 0 available)
📈 [SSE] AI Progress: analyzing - 85%
✅ PDF generated for analysis 01K72JVSV4SKV6H3TJRH5QF1A0 (71283 bytes)
Browser operation completed in 2192ms
Browser released to pool
🖨️ Generated PDF for analysis 01K72JVSV4SKV6H3TJRH5QF1A0, type: object, isBuffer: false, length: 71283
[SAVE] Saved artifact locally: analyses/2025-10-08/01K72JVSV4SKV6H3TJRH5QF1A0/report.pdf
💾 Stored PDF for analysis 01K72JVSV4SKV6H3TJRH5QF1A0
📈 [SSE] AI Progress: analyzing - 85%
🔌 SSE cleanup for job null, client l5yv2v3zi2
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
🔌 SSE cleanup for job null, client cmw8wma5no
📡 SSE for job null using queue: lighthouse, client: eag96bx2e58
📈 [SSE] AI Progress: analyzing - 85%
Generating PDF for analysis 01K72JW3M9AZPEXXMM8VC6042X (lighthouse)
Browser acquired from pool (1 in pool, 0 available)
📈 [SSE] AI Progress: analyzing - 85%
✅ PDF generated for analysis 01K72JW3M9AZPEXXMM8VC6042X (182786 bytes)
Browser operation completed in 2350ms
Browser released to pool
🖨️ Generated PDF for analysis 01K72JW3M9AZPEXXMM8VC6042X, type: object, isBuffer: false, length: 182786
[SAVE] Saved artifact locally: analyses/2025-10-08/01K72JW3M9AZPEXXMM8VC6042X/report.pdf
💾 Stored PDF for analysis 01K72JW3M9AZPEXXMM8VC6042X
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
🔌 SSE cleanup for job null, client eag96bx2e58
🔌 [SSE] Client disconnected: cmgicncfe000gr2pq9p1i0yb2
📡 [SSE] Client connecting for AI job: cmgicncfe000gr2pq9p1i0yb2
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: completed - 100%
✅ [SSE] AI Analysis completed: cmgicncfe000gr2pq9p1i0yb2
🔌 [SSE] Client disconnected: cmgicncfe000gr2pq9p1i0yb2
Destroying browser instance...
Browser instance destroyed
📡 [SSE] Client connecting for AI job: cmgicncfe000gr2pq9p1i0yb2
📈 [SSE] AI Progress: completed - 100%
✅ [SSE] AI Analysis completed: cmgicncfe000gr2pq9p1i0yb2
🔌 [SSE] Client disconnected: cmgicncfe000gr2pq9p1i0yb2
🤖 Starting AI analysis for https://www.27gradernord.se/
✅ Created AI analysis cmgicq3s0000hr2pq05yg00gr for https://www.27gradernord.se/
🤖 Added AI Analysis job 70 for https://www.27gradernord.se/
🚀 Queued AI analysis job 70 for https://www.27gradernord.se/
📡 [SSE] Client connecting for AI job: cmgicq3s0000hr2pq05yg00gr
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: completed - 100%
✅ [SSE] AI Analysis completed: cmgicq3s0000hr2pq05yg00gr
🔌 [SSE] Client disconnected: cmgicq3s0000hr2pq05yg00gr
🤖 Starting AI analysis for https://seoanalyze.se/
✅ Created AI analysis cmgid1y4i000ir2pqaqu9lb8p for https://seoanalyze.se/
🤖 Added AI Analysis job 71 for https://seoanalyze.se/
🚀 Queued AI analysis job 71 for https://seoanalyze.se/
📡 [SSE] Client connecting for AI job: cmgid1y4i000ir2pqaqu9lb8p
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
🔌 [SSE] Client disconnected: cmgid1y4i000ir2pqaqu9lb8p
📡 [SSE] Client connecting for AI job: cmgid1y4i000ir2pqaqu9lb8p
📈 [SSE] AI Progress: crawling_user - 10%
🔌 [SSE] Client disconnected: cmgid1y4i000ir2pqaqu9lb8p
📡 [SSE] Client connecting for AI job: cmgid1y4i000ir2pqaqu9lb8p
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
🔍 Starting SEO analysis for https://seoanalyze.se/ (client: d741ed95-2b0e-43c9-93a3-9f14f9c57daa)
📝 Created analysis 01K72KHS0YMB15SQ0HZK446ZN2 for https://seoanalyze.se/
Added SEO job 5306 for https://seoanalyze.se/
🔍 Starting with unknown type, will resolve via job-meta
🔍 AnalysisPageClient using type: unknown for jobId: 5306
📡 Resolved queue: analysis -> seo for job 5306
📡 SSE for job 5306 using queue: seo, client: cwt8ll50nso
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
🔌 SSE cleanup for job 5306, client cwt8ll50nso
🔍 AnalysisPageClient using type: seo for jobId: 01K72KHS0YMB15SQ0HZK446ZN2
📈 [SSE] AI Progress: analyzing - 85%
🔌 SSE cleanup for job 5306, client cwt8ll50nso
Generating PDF for analysis 01K72KHS0YMB15SQ0HZK446ZN2 (seo)
Creating new browser instance...
Browser instance created
Browser acquired from pool (1 in pool, 0 available)
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
✅ PDF generated for analysis 01K72KHS0YMB15SQ0HZK446ZN2 (1198429 bytes)
Browser operation completed in 2648ms
Browser released to pool
🖨️ Generated PDF for analysis 01K72KHS0YMB15SQ0HZK446ZN2, type: object, isBuffer: false, length: 1198429
[SAVE] Saved artifact locally: analyses/2025-10-08/01K72KHS0YMB15SQ0HZK446ZN2/report.pdf
💾 Stored PDF for analysis 01K72KHS0YMB15SQ0HZK446ZN2
📈 [SSE] AI Progress: analyzing - 85%
📡 SSE for job null using queue: seo, client: 6xpi75rajnw
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
Destroying browser instance...
📈 [SSE] AI Progress: analyzing - 85%
Browser instance destroyed
🔌 SSE cleanup for job null, client 6xpi75rajnw
📡 SSE for job null using queue: seo, client: 6xpi75rajnw
📈 [SSE] AI Progress: analyzing - 85%
🔌 SSE cleanup for job null, client 6xpi75rajnw
📡 SSE for job null using queue: seo, client: 6xpi75rajnw
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: analyzing - 85%
📈 [SSE] AI Progress: completed - 100%
✅ [SSE] AI Analysis completed: cmgid1y4i000ir2pqaqu9lb8p
🔌 [SSE] Client disconnected: cmgid1y4i000ir2pqaqu9lb8p
🔍 Starting SEO analysis for https://seoanalyze.se/ (client: 8b9bda10-de0d-435e-868d-bc145202e9a5)
📝 Created analysis 01K72KT0DRVCDKEEARR8QZCXCF for https://seoanalyze.se/
Added SEO job 5307 for https://seoanalyze.se/
🔍 Starting with unknown type, will resolve via job-meta
🔍 AnalysisPageClient using type: unknown for jobId: 5307
📡 Resolved queue: analysis -> seo for job 5307
📡 SSE for job 5307 using queue: seo, client: 32i2j0d0y2x
🔌 SSE cleanup for job 5307, client 32i2j0d0y2x
🔍 AnalysisPageClient using type: seo for jobId: 01K72KT0DRVCDKEEARR8QZCXCF
🔌 SSE cleanup for job 5307, client 32i2j0d0y2x
📡 SSE for job null using queue: seo, client: r1s4adxhd7
🔌 SSE cleanup for job null, client r1s4adxhd7
📡 SSE for job null using queue: seo, client: r1s4adxhd7
🔌 SSE cleanup for job null, client 6xpi75rajnw
🔌 SSE cleanup for job null, client r1s4adxhd7
📡 SSE for job null using queue: seo, client: r1s4adxhd7
🔌 SSE cleanup for job null, client r1s4adxhd7
📡 SSE for job null using queue: seo, client: r1s4adxhd7
🔌 SSE cleanup for job null, client r1s4adxhd7
🔍 Starting SEO analysis for https://seoanalyze.se/ (client: 52172adb-53dd-4485-8a97-625f13d9611c)
📝 Created analysis 01K72Y33GEB86EXEJ9EVYRHN1S for https://seoanalyze.se/
Added SEO job 5308 for https://seoanalyze.se/
🔍 Starting with unknown type, will resolve via job-meta
🔍 AnalysisPageClient using type: unknown for jobId: 5308
📡 Resolved queue: analysis -> seo for job 5308
📡 SSE for job 5308 using queue: seo, client: 4k2clnlyv9a
🔌 SSE cleanup for job 5308, client 4k2clnlyv9a
📡 Resolved queue: analysis -> seo for job 5308
📡 SSE for job 5308 using queue: seo, client: 4k2clnlyv9a
🔌 SSE cleanup for job 5308, client 4k2clnlyv9a
📡 Resolved queue: analysis -> seo for job 5308
📡 SSE for job 5308 using queue: seo, client: 4k2clnlyv9a
🔌 SSE cleanup for job 5308, client 4k2clnlyv9a
🔍 AnalysisPageClient using type: seo for jobId: 01K72Y33GEB86EXEJ9EVYRHN1S
🔍 Starting SEO analysis for https://Stackr.se (client: cb79d5e9-9fa0-42f4-9876-ee81472a536a)
📝 Created analysis 01K72Y52XJ14E97XQ0EKABND5E for https://Stackr.se
Added SEO job 5309 for https://Stackr.se
🔍 Starting with unknown type, will resolve via job-meta
🔍 AnalysisPageClient using type: unknown for jobId: 5309
📡 Resolved queue: analysis -> seo for job 5309
📡 SSE for job 5309 using queue: seo, client: ovy34k63qdn
🔌 SSE cleanup for job 5309, client ovy34k63qdn
🔍 AnalysisPageClient using type: seo for jobId: 01K72Y52XJ14E97XQ0EKABND5E
Cache MISS: seo-analyzer:analysis-history:https://Stackr.se-10
Cache SET: seo-analyzer:analysis-history:https://Stackr.se-10 (TTL: 1800s)
🔌 SSE cleanup for job 5309, client ovy34k63qdn
🤖 Starting AI analysis for https://Stackr.se
✅ Created AI analysis cmgijq2bz000mr2pqwsqv5h00 for https://Stackr.se
🤖 Added AI Analysis job 72 for https://Stackr.se
🚀 Queued AI analysis job 72 for https://Stackr.se
📡 [SSE] Client connecting for AI job: cmgijq2bz000mr2pqwsqv5h00
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
📈 [SSE] AI Progress: crawling_user - 10%
🔌 [SSE] Client disconnected: cmgijq2bz000mr2pqwsqv5h00
